"Date","steem_price","sbd_price","amount","from","memo","to","timestamp","currency_amount","currency_type","direction","dollar_price_of_tr","tr_type"
"2018-05-12",2.86,2.25,"0.001 SBD","steemerap","Hello there, try @steemerap - first windows bid BOT service on STEEM !
Send minimum 0.500 SBD/STEEM with post URL in MEMO 
to @steemerap to get an upvote, or support our project with 
SP delegation to @steemerap and earn 90% round share as delegator 
daily, plus a chance to win 100 SBD - every month ! 
More info: https://steemit.com/bidbot/@steemerap/steemer-net-bot-update-super-mode-running-monthly-delegators-rewards-discord-server-hot
Join us on Discord: https://discord.gg/atDgrxJ","misrori","2018-05-12T09:55:36",0.001,"SBD","in",0,"normal_tr"
"2018-05-12",2.86,2.25,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-matrix-ai-network-12-may-2018","postdoctor","2018-05-12T10:15:36",0.3,"SBD","out",0.68,"normal_tr"
"2018-05-12",2.86,2.25,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-binance-coin-12-may-2018","postdoctor","2018-05-12T11:15:27",0.3,"SBD","out",0.68,"normal_tr"
"2018-05-12",2.86,2.25,"0.569 SBD","edensgarden","Round Earnings - 0.569 SBD | Thank you!","misrori","2018-05-12T11:57:48",0.569,"SBD","in",1.28,"normal_tr"
"2018-05-12",2.86,2.25,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-cryptonex-12-may-2018","postdoctor","2018-05-12T12:15:27",0.3,"SBD","out",0.68,"normal_tr"
"2018-05-12",2.86,2.25,"0.300 SBD","misrori","https://steemit.com/rise/@misrori/what-people-thinks-about-storm-12-may-2018","postdoctor","2018-05-12T13:15:27",0.3,"SBD","out",0.68,"normal_tr"
"2018-05-12",2.86,2.25,"0.300 SBD","misrori","https://steemit.com/hot/@misrori/what-people-thinks-about-dentacoin-12-may-2018","postdoctor","2018-05-12T14:15:27",0.3,"SBD","out",0.68,"normal_tr"
"2018-05-12",2.86,2.25,"0.288 SBD","edensgarden","Round Earnings - 0.288 SBD | Thank you!","misrori","2018-05-12T14:26:30",0.288,"SBD","in",0.65,"normal_tr"
"2018-05-12",2.86,2.25,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-fusion-12-may-2018","postdoctor","2018-05-12T15:15:27",0.3,"SBD","out",0.68,"normal_tr"
"2018-05-12",2.86,2.25,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-bitcoin-gold-12-may-2018","postdoctor","2018-05-12T16:15:30",0.3,"SBD","out",0.68,"normal_tr"
"2018-05-12",2.86,2.25,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-holo-12-may-2018","postdoctor","2018-05-12T17:15:27",0.3,"SBD","out",0.68,"normal_tr"
"2018-05-12",2.86,2.25,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-gas-12-may-2018","postdoctor","2018-05-12T18:15:27",0.3,"SBD","out",0.68,"normal_tr"
"2018-05-12",2.86,2.25,"1.444 SBD","edensgarden","Round Earnings - 1.444 SBD | Thank you!","misrori","2018-05-12T19:10:30",1.444,"SBD","in",3.25,"normal_tr"
"2018-05-12",2.86,2.25,"0.300 SBD","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-cardano-12-may-2018","postdoctor","2018-05-12T19:15:27",0.3,"SBD","out",0.68,"normal_tr"
"2018-05-12",2.86,2.25,"0.309 SBD","edensgarden","Round Earnings - 0.309 SBD | Thank you!","misrori","2018-05-12T21:27:15",0.309,"SBD","in",0.7,"normal_tr"
"2018-05-12",2.86,2.25,"0.300 SBD","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-elastos-13-may-2018","postdoctor","2018-05-12T22:15:27",0.3,"SBD","out",0.68,"normal_tr"
"2018-05-12",2.86,2.25,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-ardor-13-may-2018","postdoctor","2018-05-12T23:15:27",0.3,"SBD","out",0.68,"normal_tr"
"2018-05-12",2.86,2.25,"0.334 SBD","edensgarden","Round Earnings - 0.334 SBD | Thank you!","misrori","2018-05-12T23:26:39",0.334,"SBD","in",0.75,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-kucoin-shares-13-may-2018","postdoctor","2018-05-13T00:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-waykichain-13-may-2018","postdoctor","2018-05-13T01:15:33",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.354 SBD","edensgarden","Round Earnings - 0.354 SBD | Thank you!","misrori","2018-05-13T01:44:24",0.354,"SBD","in",0.85,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-mixin-13-may-2018","postdoctor","2018-05-13T02:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.621 SBD","edensgarden","Round Earnings - 0.621 SBD | Thank you!","misrori","2018-05-13T03:54:00",0.621,"SBD","in",1.5,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-nexo-13-may-2018","postdoctor","2018-05-13T04:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/hot/@misrori/what-people-thinks-about-stratis-13-may-2018","postdoctor","2018-05-13T05:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/rise/@misrori/what-people-thinks-about-bitcoin-private-13-may-2018","postdoctor","2018-05-13T06:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.084 SBD","edensgarden","Round Earnings - 0.084 SBD | Thank you!","misrori","2018-05-13T06:24:45",0.084,"SBD","in",0.2,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/hot/@misrori/what-people-thinks-about-salt-13-may-2018","postdoctor","2018-05-13T07:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-bitcoin-cash-13-may-2018","postdoctor","2018-05-13T08:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.384 SBD","edensgarden","Round Earnings - 0.384 SBD | Thank you!","misrori","2018-05-13T08:40:09",0.384,"SBD","in",0.93,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-tron-13-may-2018","postdoctor","2018-05-13T09:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/hot/@misrori/what-people-thinks-about-binance-coin-13-may-2018","postdoctor","2018-05-13T10:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.399 STEEM","edensgarden","Round Earnings - 0.399 STEEM | Thank you!","misrori","2018-05-13T11:10:03",0.399,"STEEM","in",1.13,"normal_tr"
"2018-05-13",2.82,2.41,"0.149 SBD","edensgarden","Round Earnings - 0.149 SBD | Thank you!","misrori","2018-05-13T11:10:09",0.149,"SBD","in",0.36,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-ethereum-classic-13-may-2018","postdoctor","2018-05-13T11:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/rise/@misrori/what-people-thinks-about-matrix-ai-network-13-may-2018","postdoctor","2018-05-13T12:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.001 SBD","tenorbalonzo","9500+Followers can see you. Send 0.200 Sbd or Steem. Post link as memo for (minimum 15 upvote)","misrori","2018-05-13T12:15:54",0.001,"SBD","in",0,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-dragonchain-13-may-2018","postdoctor","2018-05-13T13:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.404 SBD","edensgarden","Round Earnings - 0.404 SBD | Thank you!","misrori","2018-05-13T13:36:27",0.404,"SBD","in",0.97,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-status-13-may-2018","postdoctor","2018-05-13T14:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-gxchain-13-may-2018","postdoctor","2018-05-13T15:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.359 SBD","edensgarden","Round Earnings - 0.359 SBD | Thank you!","misrori","2018-05-13T15:34:42",0.359,"SBD","in",0.87,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-rchain-13-may-2018","postdoctor","2018-05-13T16:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.394 SBD","edensgarden","Round Earnings - 0.394 SBD | Thank you!","misrori","2018-05-13T18:01:48",0.394,"SBD","in",0.95,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-cryptonex-13-may-2018","postdoctor","2018-05-13T19:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-05-13T20:25:12",0.019,"STEEM","in",0.05,"normal_tr"
"2018-05-13",2.82,2.41,"0.479 SBD","edensgarden","Round Earnings - 0.479 SBD | Thank you!","misrori","2018-05-13T20:25:15",0.479,"SBD","in",1.15,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-fusion-13-may-2018","postdoctor","2018-05-13T21:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.001 SBD","sezenke","Hi! Send me 0.60 SBD or Steem and URL in the memo. Your post will be resteemed to 9 k+ followers | @sezenke upvote (2,5K SP) | Upvote from 10+ accounts. I'm not a bot! I would be appreciated if you support me as a HUMAN BEING instead of ROBOTS :)
","misrori","2018-05-13T21:41:36",0.001,"SBD","in",0,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-bitshares-14-may-2018","postdoctor","2018-05-13T22:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-13",2.82,2.41,"0.323 SBD","edensgarden","Round Earnings - 0.323 SBD | Thank you!","misrori","2018-05-13T22:53:39",0.323,"SBD","in",0.78,"normal_tr"
"2018-05-13",2.82,2.41,"0.300 SBD","misrori","https://steemit.com/hot/@misrori/what-people-thinks-about-nuls-14-may-2018","postdoctor","2018-05-13T23:15:36",0.3,"SBD","out",0.72,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-eos-14-may-2018","postdoctor","2018-05-14T00:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.329 SBD","edensgarden","Round Earnings - 0.329 SBD | Thank you!","misrori","2018-05-14T01:09:15",0.329,"SBD","in",0.84,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-centrality-14-may-2018","postdoctor","2018-05-14T01:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-substratum-14-may-2018","postdoctor","2018-05-14T02:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-monero-14-may-2018","postdoctor","2018-05-14T03:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.370 SBD","edensgarden","Round Earnings - 0.370 SBD | Thank you!","misrori","2018-05-14T03:20:18",0.37,"SBD","in",0.94,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-iostoken-14-may-2018","postdoctor","2018-05-14T04:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-tron-14-may-2018","postdoctor","2018-05-14T05:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-05-14T05:46:42",0.019,"STEEM","in",0.06,"normal_tr"
"2018-05-14",3.14,2.54,"0.265 SBD","edensgarden","Round Earnings - 0.265 SBD | Thank you!","misrori","2018-05-14T05:46:48",0.265,"SBD","in",0.67,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-salt-14-may-2018","postdoctor","2018-05-14T06:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-nebulas-14-may-2018","postdoctor","2018-05-14T07:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.485 SBD","edensgarden","Round Earnings - 0.485 SBD | Thank you!","misrori","2018-05-14T07:33:15",0.485,"SBD","in",1.23,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-verge-14-may-2018","postdoctor","2018-05-14T08:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-zcash-14-may-2018","postdoctor","2018-05-14T09:15:33",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-05-14T09:59:51",0.019,"STEEM","in",0.06,"normal_tr"
"2018-05-14",3.14,2.54,"0.379 SBD","edensgarden","Round Earnings - 0.379 SBD | Thank you!","misrori","2018-05-14T09:59:54",0.379,"SBD","in",0.96,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-ontology-14-may-2018","postdoctor","2018-05-14T10:15:30",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/hot/@misrori/what-people-thinks-about-bitcoin-cash-14-may-2018","postdoctor","2018-05-14T12:15:30",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.489 SBD","edensgarden","Round Earnings - 0.489 SBD | Thank you!","misrori","2018-05-14T12:25:36",0.489,"SBD","in",1.24,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-fusion-14-may-2018","postdoctor","2018-05-14T13:15:30",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-hshare-14-may-2018","postdoctor","2018-05-14T14:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.704 SBD","edensgarden","Round Earnings - 0.704 SBD | Thank you!","misrori","2018-05-14T14:53:42",0.704,"SBD","in",1.79,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-monacoin-14-may-2018","postdoctor","2018-05-14T15:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-vechain-14-may-2018","postdoctor","2018-05-14T17:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.028 STEEM","edensgarden","Round Earnings - 0.028 STEEM | Thank you!","misrori","2018-05-14T17:24:06",0.028,"STEEM","in",0.09,"normal_tr"
"2018-05-14",3.14,2.54,"0.184 SBD","edensgarden","Round Earnings - 0.184 SBD | Thank you!","misrori","2018-05-14T17:24:09",0.184,"SBD","in",0.47,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-ark-14-may-2018","postdoctor","2018-05-14T18:15:33",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.419 SBD","edensgarden","Round Earnings - 0.419 SBD | Thank you!","misrori","2018-05-14T19:00:30",0.419,"SBD","in",1.06,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-aion-14-may-2018","postdoctor","2018-05-14T19:15:30",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-funfair-14-may-2018","postdoctor","2018-05-14T20:15:30",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-siacoin-14-may-2018","postdoctor","2018-05-14T21:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-05-14T21:26:54",0.019,"STEEM","in",0.06,"normal_tr"
"2018-05-14",3.14,2.54,"0.464 SBD","edensgarden","Round Earnings - 0.464 SBD | Thank you!","misrori","2018-05-14T21:26:57",0.464,"SBD","in",1.18,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/rise/@misrori/what-people-thinks-about-gas-15-may-2018","postdoctor","2018-05-14T22:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-nuls-15-may-2018","postdoctor","2018-05-14T23:15:30",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-14",3.14,2.54,"0.506 SBD","edensgarden","Round Earnings - 0.506 SBD | Thank you!","misrori","2018-05-14T23:54:30",0.506,"SBD","in",1.29,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/rise/@misrori/what-people-thinks-about-populous-15-may-2018","postdoctor","2018-05-15T00:15:30",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-nebulas-15-may-2018","postdoctor","2018-05-15T01:15:27",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-steem-15-may-2018","postdoctor","2018-05-15T02:15:30",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.199 STEEM","edensgarden","Round Earnings - 0.199 STEEM | Thank you!","misrori","2018-05-15T02:21:45",0.199,"STEEM","in",0.63,"normal_tr"
"2018-05-15",3.19,2.67,"0.219 SBD","edensgarden","Round Earnings - 0.219 SBD | Thank you!","misrori","2018-05-15T02:21:48",0.219,"SBD","in",0.58,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-bancor-15-may-2018","postdoctor","2018-05-15T03:15:27",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.384 SBD","edensgarden","Round Earnings - 0.384 SBD | Thank you!","misrori","2018-05-15T04:47:51",0.384,"SBD","in",1.03,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-ontology-15-may-2018","postdoctor","2018-05-15T05:15:30",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.361 SBD","edensgarden","Round Earnings - 0.361 SBD | Thank you!","misrori","2018-05-15T07:15:36",0.361,"SBD","in",0.96,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-litecoin-15-may-2018","postdoctor","2018-05-15T09:15:27",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.546 SBD","edensgarden","Round Earnings - 0.546 SBD | Thank you!","misrori","2018-05-15T09:41:42",0.546,"SBD","in",1.46,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-mithril-15-may-2018","postdoctor","2018-05-15T10:15:27",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.001 SBD","tenorbalonzo","17.000+Followers can see you.(@tenorbalonzo,@asagikulak,@hakanlama,@cemalbaba) Send 0.200 Sbd or Steem. Post link as memo for (minimum 15 upvote)","misrori","2018-05-15T10:15:54",0.001,"SBD","in",0,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-funfair-15-may-2018","postdoctor","2018-05-15T11:15:30",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.460 SBD","edensgarden","Round Earnings - 0.460 SBD | Thank you!","misrori","2018-05-15T12:10:36",0.46,"SBD","in",1.23,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-tron-15-may-2018","postdoctor","2018-05-15T12:15:27",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-icon-15-may-2018","postdoctor","2018-05-15T13:15:30",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/hot/@misrori/what-people-thinks-about-aelf-15-may-2018","postdoctor","2018-05-15T14:15:27",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.492 SBD","edensgarden","Round Earnings - 0.492 SBD | Thank you!","misrori","2018-05-15T14:38:51",0.492,"SBD","in",1.31,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-kin-15-may-2018","postdoctor","2018-05-15T15:15:27",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-ethos-15-may-2018","postdoctor","2018-05-15T16:15:27",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.480 SBD","edensgarden","Round Earnings - 0.480 SBD | Thank you!","misrori","2018-05-15T17:07:24",0.48,"SBD","in",1.28,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-0x-15-may-2018","postdoctor","2018-05-15T17:15:27",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-status-15-may-2018","postdoctor","2018-05-15T19:15:27",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.034 STEEM","edensgarden","Round Earnings - 0.034 STEEM | Thank you!","misrori","2018-05-15T19:32:39",0.034,"STEEM","in",0.11,"normal_tr"
"2018-05-15",3.19,2.67,"0.503 SBD","edensgarden","Round Earnings - 0.503 SBD | Thank you!","misrori","2018-05-15T19:32:42",0.503,"SBD","in",1.34,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-fusion-15-may-2018","postdoctor","2018-05-15T20:15:27",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-iostoken-15-may-2018","postdoctor","2018-05-15T21:15:27",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-05-15T22:00:36",0.019,"STEEM","in",0.06,"normal_tr"
"2018-05-15",3.19,2.67,"0.755 SBD","edensgarden","Round Earnings - 0.755 SBD | Thank you!","misrori","2018-05-15T22:00:42",0.755,"SBD","in",2.02,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-iostoken-16-may-2018","postdoctor","2018-05-15T22:15:27",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-15",3.19,2.67,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-zcoin-16-may-2018","postdoctor","2018-05-15T23:15:27",0.3,"SBD","out",0.8,"normal_tr"
"2018-05-16",2.95,2.52,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-loopring-16-may-2018","postdoctor","2018-05-16T00:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-16",2.95,2.52,"0.452 SBD","edensgarden","Round Earnings - 0.452 SBD | Thank you!","misrori","2018-05-16T00:27:12",0.452,"SBD","in",1.14,"normal_tr"
"2018-05-16",2.95,2.52,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-funfair-16-may-2018","postdoctor","2018-05-16T01:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-16",2.95,2.52,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-veritaseum-16-may-2018","postdoctor","2018-05-16T02:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-16",2.95,2.52,"0.416 SBD","edensgarden","Round Earnings - 0.416 SBD | Thank you!","misrori","2018-05-16T02:55:24",0.416,"SBD","in",1.05,"normal_tr"
"2018-05-16",2.95,2.52,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-tron-16-may-2018","postdoctor","2018-05-16T03:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-16",2.95,2.52,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-lisk-16-may-2018","postdoctor","2018-05-16T04:15:30",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-16",2.95,2.52,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-dentacoin-16-may-2018","postdoctor","2018-05-16T05:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-05-16",2.95,2.52,"0.430 SBD","edensgarden","Round Earnings - 0.430 SBD | Thank you!","misrori","2018-05-16T05:22:39",0.43,"SBD","in",1.08,"normal_tr"
"2018-05-16",2.95,2.52,"0.300 SBD","misrori","https://steemit.com/rise/@misrori/what-people-thinks-about-aelf-16-may-2018","postdoctor","2018-05-16T06:15:30",0.3,"SBD","out",0.76,"normal_tr"
